연번,자치구,ID,정류소명,주소,행정동명,위도,경도
1,동구,1001,계림사거리(서방시장(서)),광주광역시 동구 계림동 95-2,동구 계림동,35.161232801781,126.920420488159
2,동구,1002,계림사거리(광주고),광주광역시 동구 계림동 553-13,동구 계림동,35.1623051940431,126.919942095849
3,동구,1003,광주고/4.19역사관(대인시장(동)),광주광역시 동구 계림동 95-2,동구 계림동,35.161232801781,126.920420488159
4,동구,1004,광주고/4.19역사관(계림사거리),광주광역시 동구 계림동 242-2,동구 계림동,35.1582240025235,126.920601331118
5,동구,1005,4.19기념관(광주고),광주광역시 동구 계림동 505-329,동구 계림동,35.1612969977135,126.920038903343
6,동구,1006,4.19기념관(순복음교회),광주광역시 동구 계림동 505-329,동구 계림동,35.1612969977135,126.920038903343
7,동구,1007,대인시장(동)(전남여고),광주광역시 동구 계림동 381-14,동구 계림동,35.153863321446,126.919656568021
8,동구,1008,대인시장(동)(광주고),광주광역시 동구 계림동 95-2,동구 계림동,35.161232801781,126.920420488159
9,동구,1009,서방사거리육교(계림사거리),광주광역시 동구 계림동 547-12,동구 계림동,35.1637162115026,126.919443819462
10,동구,1010,서방사거리육교(서방시장(남)),광주광역시 동구 계림동 95-2,동구 계림동,35.161232801781,126.920420488159
11,동구,1011,계림초교후문(동진맨션),광주광역시 동구 계림동 66-1,동구 계림동,35.1604897434178,126.92396375847
12,동구,1012,계림초교후문(4.19기념관),광주광역시 동구 계림동 66-1,동구 계림동,35.1604897434178,126.92396375847
13,동구,1013,동진맨션(계림초교후문),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
14,동구,1014,농장다리(동구노인복지회관),광주광역시 동구 지산동 724-2,동구 지산동,35.1513552450867,126.930525170151
15,동구,1015,동구노인종합복지관(농장다리),광주광역시 동구 동명동 200,동구 동명동,35.1517520829703,126.924016005884
16,동구,1016,동구노인종합복지관(동구청),광주광역시 동구 동명동 200,동구 동명동,35.1517520829703,126.924016005884
17,동구,1017,살레시오여고(조선대),광주광역시 동구 동명동 126-1,동구 동명동,35.1474272281919,126.927942805721
18,동구,1018,살레시오여고(법원입구),광주광역시 동구 동명동 126-1,동구 동명동,35.1474272281919,126.927942805721
19,동구,1019,동진맨션(산수동우체국),광주광역시 동구 계림동 519-10,동구 계림동,35.1591452054864,126.926925571114
20,동구,1020,두암지구입구(두암타운후문),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
21,동구,1021,두암지구입구(산수오거리),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
22,동구,1022,산수동우체국(동진맨션),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
23,동구,1023,산수동우체국(법원입구),광주광역시 동구 산수동 553-46,동구 산수동,35.1554901023915,126.93076431509
24,동구,1024,산수시장(법원입구),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
25,동구,1025,산수시장(장원초교(서)),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
26,동구,1026,산수오거리(두암지구입구),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
27,동구,1027,산수오거리(법원입구),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
28,동구,1028,산수오거리(연천)(장원초교(서)),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
29,동구,1029,두암타운후문(율곡초교),광주광역시 동구 산수동 576,동구 산수동,35.1605102788194,126.931812201196
30,동구,1031,산수2동행정복지센터(동산아파트),광주광역시 동구 산수동 512-21,동구 산수동,35.1538068470653,126.936419458391
31,동구,1032,산수2동행정복지센터(호남맨션),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
32,동구,1033,율곡초교(두암타운후문),광주광역시 동구 산수동 576,동구 산수동,35.1605102788194,126.931812201196
33,동구,1034,장원초교(동)(산수시장),광주광역시 동구 산수동 716,동구 산수동,35.1569481469738,126.936361698807
34,동구,1035,장원초교(동)(산수무등파크),광주광역시 동구 산수동 62-1,동구 산수동,35.1563047740837,126.937434370142
35,동구,1036,장원초교(서)(산수무등파크),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
36,동구,1037,산수무등파크(신양파크호텔),광주광역시 동구 산수동 498-8,동구 산수동,35.1569796713043,126.939663599789
37,동구,1038,산수무등파크(장원초교(동)),광주광역시 동구 산수동 95-6,동구 산수동,35.1571087347909,126.940003959515
38,동구,1039,호남맨션(율곡초교),광주광역시 동구 산수동 561-1,동구 산수동,35.1563158281523,126.931699254048
39,동구,1040,호남맨션(장원초교(동)),광주광역시 동구 산수동 508-17,동구 산수동,35.1576440227585,126.935388954996
40,동구,1041,동구청(전남여고),광주광역시 동구 서석동 44-2,동구 서석동,35.1464484868064,126.921908129523
41,동구,1042,문화전당역(동구청),광주광역시 동구 남동 169-3,동구 남동 ,35.1454581625778,126.919026594477
42,동구,1044,동구청(전남대병원오거리),광주광역시 동구 광산동 112-4,동구 광산동,35.1477956105133,126.921829255841
43,동구,1045,전남대병원오거리(문화전당역),광주광역시 동구 남동 89,동구 남동 ,35.1439236649189,126.921184200787
44,동구,1046,전남대병원오거리(전남대병원/남광주시장),광주광역시 동구 남동 89,동구 남동 ,35.1439236649189,126.921184200787
45,동구,1047,조선대(서남동주민센터),광주광역시 동구 서석동 427-2,동구 서석동,35.1446924469098,126.925915745445
46,동구,1048,조선대(살레시오여고),광주광역시 동구 서석동 421-1,동구 서석동,35.1447060588399,126.926213448854
47,동구,1049,서남동행정복지센터(조선대),광주광역시 동구 서석동 27-3,동구 서석동,35.1450074821174,126.923751114515
48,동구,1050,서남동행정복지센터(문화전당역),광주광역시 동구 서석동 27-3,동구 서석동,35.1450074821174,126.923751114515
49,동구,1051,농장다리(법원입구),광주광역시 동구 동명동 162-2,동구 동명동,35.151236114546,126.926748928864
50,동구,1052,매일시장입구(살레시오여고),광주광역시 동구 지산동 443-24,동구 지산동,35.1483522424547,126.931583875932
51,동구,1053,매일시장입구(지산2동주민센터),광주광역시 동구 지산동 443-10,동구 지산동,35.1481993594685,126.931722168338
52,동구,1054,법원(지산2동주민센터),광주광역시 동구 지산동 715-40,동구 지산동,35.1504406688475,126.932987076141
53,동구,1055,법원(농장다리),광주광역시 동구 지산동 725-1,동구 지산동,35.151496865463,126.931663882448
54,동구,1056,법원입구(살레시오여고),광주광역시 동구 지산동 724-2,동구 지산동,35.1513552450867,126.930525170151
55,동구,1057,법원입구(산수오거리),광주광역시 동구 지산동 724-2,동구 지산동,35.1513552450867,126.930525170151
56,동구,1058,동산아파트(동산초교옆),광주광역시 동구 지산동 705-20,동구 지산동,35.1515016022997,126.936562494589
57,동구,1059,동산아파트(산수2동주민센터),광주광역시 동구 지산동 724-1,동구 지산동,35.1492038537592,126.936563729148
58,동구,1060,동산초교(동산아파트),광주광역시 동구 지산동 724-1,동구 지산동,35.1492038537592,126.936563729148
59,동구,1061,동산초교(법원),광주광역시 동구 지산동 724-1,동구 지산동,35.1492038537592,126.936563729148
60,동구,1062,동산초교옆(동산아파트),광주광역시 동구 지산동 724-1,동구 지산동,35.1492038537592,126.936563729148
61,동구,1063,동산초교옆(지산2동주민센터),광주광역시 동구 지산동 227-3,동구 지산동,35.1488656661386,126.936741993643
62,동구,1064,단사공원(동산초교옆),광주광역시 동구 지산동 198-9,동구 지산동,35.1479031420274,126.938393133825
63,동구,1065,단사공원(지산유원지입구),광주광역시 동구 지산동 198-9,동구 지산동,35.1479031420274,126.938393133825
64,동구,1066,신양파크호텔(산수무등파크),광주광역시 동구 지산동 20-12,동구 지산동,35.153258769522,126.942639645693
65,동구,1067,신양파크호텔(지산유원지),광주광역시 동구 산수동 9-6,동구 산수동,35.1535063239044,126.941220203637
66,동구,1068,지산2동행정복지센터(동산초교옆),광주광역시 동구 지산동 691-58,동구 지산동,35.1476902225952,126.936267177136
67,동구,1069,지산2동행정복지센터(매일시장입구),광주광역시 동구 지산동 456-1,동구 지산동,35.1477360347853,126.935290228788
68,동구,1070,지산유원지(신양파크호텔),광주광역시 동구 지산동 산 46-9,동구 지산동,35.1501405526351,126.944862833812
69,동구,1071,지산유원지입구(지산유원지),광주광역시 동구 지산동 112,동구 지산동,35.1491316281948,126.943426763168
70,동구,1072,교동(용연정수장),광주광역시 동구 선교동 227-1,동구 선교동,35.0898147893199,126.950096126687
71,동구,1073,교동(선교),광주광역시 동구 선교동 산 51-1,동구 선교동,35.0930224070857,126.950988401058
72,동구,1074,내남입구(남계육교),광주광역시 동구 내남동 17,동구 내남동,35.0964784698211,126.940395628678
73,동구,1075,내남입구(주남),광주광역시 동구 내남동 17,동구 내남동,35.0964784698211,126.940395628678
74,동구,1076,남계촌(남계(화순)),광주광역시 동구 내남동 산 16-1,동구 내남동,35.0937657621347,126.941615909539
75,동구,1077,남계촌(내지),광주광역시 동구 내남동 17,동구 내남동,35.0964784698211,126.940395628678
76,동구,1078,내남(법림사),광주광역시 동구 내남동 540-4,동구 내남동,35.0890243939544,126.931324978393
77,동구,1079,육판리(선교),광주광역시 동구 내남동 28-2,동구 내남동,,
78,동구,1080,육판리(남계육교),광주광역시 동구 내남동 854-2,동구 내남동,35.0916135450355,126.942905026972
79,동구,1081,너릿재공원(선교),광주광역시 동구 선교동 482,동구 선교동,35.0837940486972,126.950889091208
80,동구,1082,녹동(주남),광주광역시 동구 월남동 157,동구 월남동,35.1034113732837,126.939002564684
81,동구,1083,녹동(남구문화예술회관),광주광역시 동구 월남동 157,동구 월남동,35.1034113732837,126.939002564684
82,동구,1084,법림사(내지),광주광역시 동구 내남동 189-2,동구 내남동,35.086660270115,126.937122434705
83,동구,1085,법림사(내남),광주광역시 동구 내남동 189-2,동구 내남동,35.086660270115,126.937122434705
84,동구,1086,선교지구입구(내지),광주광역시 동구 선교동 475,동구 선교동,35.0899062039086,126.945525085838
85,동구,1087,선교지구입구(화순터널),광주광역시 동구 선교동 475,동구 선교동,35.0899062039086,126.945525085838
86,동구,1088,월남동(주남),광주광역시 동구 월남동 177,동구 월남동,35.1016643996043,126.93858149211
87,동구,1089,주남(월남동),광주광역시 동구 월남동 157,동구 월남동,35.1034113732837,126.939002564684
88,동구,1090,주남(녹동),광주광역시 동구 월남동 157,동구 월남동,35.1034113732837,126.939002564684
89,동구,1091,가야농원(용산교(동구)),광주광역시 동구 용산동 636-299,동구 용산동,35.123459374049,126.929977175729
90,동구,1092,가야농원(빛고을복지회관),광주광역시 동구 용산동 636,동구 용산동,35.1214949987935,126.931341948805
91,동구,1093,광주남초교(동구문화센터),광주광역시 동구 소태동 867,동구 소태동,35.1273715413664,126.930875233215
92,동구,1094,광주남초교(소태역),광주광역시 동구 소태동 585-28,동구 소태동,35.1274105301312,126.930646886421
93,동구,1095,소태역(지원2동주민센터),광주광역시 동구 소태동 668-1,동구 소태동,35.1229065394095,126.932470312674
94,동구,1096,소태역(광주남초교),광주광역시 동구 소태동 668-1,동구 소태동,35.1229065394095,126.932470312674
95,동구,1098,지원2동행정복지센터입구(용산교(동구)),광주광역시 동구 용산동 167,동구 용산동,35.1192388547517,126.933558626986
96,동구,1099,지원2동행정복지센터입구(소태역),광주광역시 동구 용산동 272-4,동구 용산동,35.1210155372776,126.933232786856
97,동구,1100,연진회미술원(홍림교),광주광역시 동구 운림동 914,동구 운림동,35.1321175961131,126.937891866109
98,동구,1101,연진회미술원(운림중),광주광역시 동구 소태동 765,동구 소태동,35.1319093631177,126.938563946851
99,동구,1102,용산교(동구)(지원2동주민센터),광주광역시 동구 용산동 243-20,동구 용산동,35.1206972366075,126.931246736419
100,동구,1103,용산교(동구)(가야농원),광주광역시 동구 용산동 243-60,동구 용산동,35.1209126843266,126.931284513261
101,동구,1104,용연동(용연정수장),광주광역시 동구 용연동 564,동구 용연동,35.0937554580974,126.961943620827
102,동구,1105,용연정수장(교동),광주광역시 동구 선교동 7-2,동구 선교동,35.0915681157669,126.956862078901
103,동구,1106,용연정수장(용연동),광주광역시 동구 선교동 7-2,동구 선교동,35.0915681157669,126.956862078901
104,동구,1107,동구문화센터(광주남초교),광주광역시 동구 소태동 867,동구 소태동,35.1273715413664,126.930875233215
105,동구,1108,동구문화센터(학동평화맨션),광주광역시 동구 소태동 867,동구 소태동,35.1273715413664,126.930875233215
106,동구,1109,광주공원(천교),광주광역시 동구 수기동 137,동구 수기동,35.1505549788934,126.908965760495
107,동구,1110,광주학생운동기념탑(롯데백화점),광주광역시 동구 충장로5가 100-7,동구 충장동,35.1527851785583,126.909037026858
108,동구,1111,금남로4가역(금남로공원),광주광역시 동구 금남로5가 230,동구 충장동,35.1513307394576,126.913461832521
109,동구,1112,금남로4가역(금남로5가역),광주광역시 동구 금남로5가 156,동구 충장동,35.1514169239625,126.913482044231
110,동구,1113,금남로5가역(광주일고),광주광역시 동구 금남로5가 23-4,동구 충장동,35.1528186323368,126.911489080363
111,동구,1114,금남로5가역(금남로4가역),광주광역시 동구 금남로5가 58-1,동구 충장동,35.1530324806419,126.910813789483
112,동구,1115,대인시장(서)(전남여고),광주광역시 동구 대인동 195,동구 대인동,35.1525419076147,126.917349333791
113,동구,1116,대인시장(서)(동부소방서),광주광역시 동구 대인동 329,동구 대인동,35.1549363772213,126.914884441298
114,동구,1117,동부소방서(대인시장(서)),광주광역시 동구 대인동 329,동구 대인동,35.1549363772213,126.914884441298
115,동구,1118,동부소방서(대인광장(서)),광주광역시 동구 대인동 329,동구 대인동,35.1549363772213,126.914884441298
116,동구,1119,롯데백화점(대인광장(동)),광주광역시 동구 금남로5가 271,동구 충장동,35.1533703191764,126.911070890441
117,동구,1122,국립아시아문화전당(구.도청)(문화전당역(남)),광주광역시 동구 금남로1가 23,동구 충장동,35.1480799672587,126.918377292314
118,동구,1123,국립아시아문화전당(구.도청)(금남로4가역),광주광역시 동구 금남로2가 19-5,동구 충장동,35.1485306176189,126.917932278077
119,동구,1125,사직공원앞(중앙대교(동)),광주광역시 동구 불로동 176,동구 불로동,35.1445171041726,126.914510993057
120,동구,1126,예술의거리입구(광주세무서),광주광역시 동구 금남로4가 55-1,동구 충장동,35.1511233157296,126.916385009338
121,동구,1127,예술의거리입구(대인시장(동)),광주광역시 동구 대인동 210,동구 대인동,35.1513587744743,126.916811788793
122,동구,1128,전남여고(동구청),광주광역시 동구 궁동 78,동구 궁동 ,35.1508261894444,126.918713771618
123,동구,1129,전남여고(금남로공원),광주광역시 동구 장동 139,동구 장동 ,35.1516713498762,126.918780424932
124,동구,1130,문화전당역(국립아시아문화전당),광주광역시 동구 광산동 38-2,동구 광산동,,
125,동구,1131,문화전당역(전남대병원오거리),광주광역시 동구 서석동 143,동구 서석동,,
126,동구,1132,충장로5가입구(금남로4가역),광주광역시 동구 충장로5가 122,동구 충장동,35.1508818385268,126.911557024735
127,동구,1134,광주세무서(향교입구),광주광역시 동구 호남동 27-1,동구 호남동,35.1477370099823,126.91257761466
128,동구,1135,충장치안센터(중앙대교(동)),광주광역시 동구 충장로4가 59,동구 충장동,35.1494776889544,126.914558262538
129,동구,1136,충장치안센터(국립아시아문화전당),광주광역시 동구 충장로4가 59,동구 충장동,35.1494776889544,126.914558262538
130,동구,1137,5.18민주화운동기록관(국립아시아문화전당),광주광역시 동구 금남로3가 9-1,동구 충장동,35.1493560984479,126.916371453093
131,동구,1139,남광주사거리(학동시장),광주광역시 동구 학동 46-8,동구 학동 ,35.1383291385934,126.923653319795
132,동구,1140,학강교(양림교),광주광역시 동구 학동 0-2,동구 학동 ,,
133,동구,1141,남광주역(양림휴먼시아2차),광주광역시 동구 학동 55-119,동구 학동 ,35.1387937556397,126.922180654826
134,동구,1142,남광주역(전남대병원/남광주시장),광주광역시 동구 학동 80,동구 학동 ,35.1384095966326,126.921903078686
135,동구,1144,백화아파트(방림교),광주광역시 동구 학동 898-5,동구 학동 ,35.1298042040251,126.927433338472
136,동구,1145,양림교(서남대병원),광주광역시 동구 금동 225,동구 금동 ,35.1425970718743,126.916781968274
137,동구,1146,전남대병원.남광주시장(남광주역),광주광역시 동구 학동 65-1,동구 학동 ,35.1409738414589,126.921421321471
138,동구,1147,전남대병원.남광주시장(전남대병원오거리),광주광역시 동구 학동 12-11,동구 학동 ,35.1406976544811,126.921964427851
139,동구,1148,조선대공과대학(조선대),광주광역시 동구 학동 475-1,동구 학동 ,35.1416658360183,126.924282593562
140,동구,1149,조선대병원(전남대병원/남광주시장),광주광역시 동구 학동 611-1,동구 학동 ,35.1370181866489,126.925227471774
141,동구,1150,조선대병원(학동증심사입구역),광주광역시 동구 학동 616-2,동구 학동 ,35.1365655898022,126.925190907996
142,동구,1151,학동증심사입구역(학동시장),광주광역시 동구 학동 650-3,동구 학동 ,35.1344122627651,126.927463154504
143,동구,1152,학동증심사입구역(학2마을아파트),광주광역시 동구 학동 649-42,동구 학동 ,35.1344694873921,126.927292813666
144,동구,1153,학림교(양림휴먼시아2차),광주광역시 동구 학동 904-139,동구 학동 ,35.1357327260648,126.922318528987
145,동구,1154,동산마을입구(운림중),광주광역시 동구 운림동 690-2,동구 운림동,,
146,동구,1155,삼익세라믹(동구문화센터),광주광역시 동구 학동 876-8,동구 학동 ,35.1317208032467,126.928697908656
147,동구,1156,삼익세라믹(학동증심사입구역),광주광역시 동구 학동 856-1,동구 학동 ,35.1319397582295,126.928721307502
148,동구,1157,학2마을아파트(학동평화맨션),광주광역시 동구 학동 876-8,동구 학동 ,35.1317208032467,126.928697908656
149,동구,1158,성촌마을.전통문화관(학운초교),광주광역시 동구 운림동 846-2,동구 운림동,35.1339685847252,126.95230314738
150,동구,1159,성촌마을.전통문화관(무등산국립공원(증심사)),광주광역시 동구 운림동 321-5,동구 운림동,35.1338957800135,126.951911371719
151,동구,1160,운림중(연진회미술원),광주광역시 동구 운림동 641-3,동구 운림동,35.1322815823365,126.942897609946
152,동구,1161,운림중(학운초교),광주광역시 동구 운림동 640-3,동구 운림동,35.1321082136372,126.942249945066
153,동구,1162,무등산국립공원(증심사)(성촌),광주광역시 동구 운림동 842-6,동구 운림동,35.1341262600031,126.95545264123
154,동구,1163,학동무등파크(삼익세라믹),광주광역시 동구 학동 1004-35,동구 학동 ,35.1326190727177,126.93161865369
155,동구,1164,학동평화맨션(홍림교),광주광역시 동구 학동 1003-1,동구 학동 ,35.1335744349042,126.924494057849
156,동구,1165,학운초교(성촌),광주광역시 동구 운림동 324,동구 운림동,35.1330333243204,126.948120576538
157,동구,1166,학운초교(동산마을입구),광주광역시 동구 운림동 852,동구 운림동,35.1330331020486,126.947812809049
158,동구,1167,홍림교(학동무등파크),광주광역시 동구 학동 1004-35,동구 학동 ,35.1326190727177,126.93161865369
159,동구,1168,홍림교(연진회미술원),광주광역시 동구 학동 281-23,동구 학동 ,35.1315934395853,126.93579026479
160,동구,1169,지산유원지입구(단사공원),광주광역시 동구 지산동 111-2,동구 지산동,35.1492399715605,126.943426249212
161,동구,1170,중앙대교(동)(충장치안센터),광주광역시 동구 호남동 80,동구 호남동,35.1476733500006,126.911551058504
162,동구,1172,지산유원지(지산유원지입구),광주광역시 동구 지산동 산 46-9,동구 지산동,35.1501405526351,126.944862833812
163,동구,1174,제2수원지(용연동),광주광역시 동구 용연동 634,동구 용연동,35.0965084368201,126.968962345428
164,동구,1175,지원화훼단지(지원2동주민센터),광주광역시 동구 소태동 201-1,동구 소태동,35.1159876137938,126.935365363349
165,동구,1176,무등산국립공원(증심사)(종점),광주광역시 동구 운림동 842-6,동구 운림동,35.1341262600031,126.95545264123
166,동구,1177,조선대해오름관(조선대장미원),광주광역시 동구 서석동 1008-15,동구 서석동,35.1415463525738,126.930828137429
167,동구,1178,조선대장미원(서남동주민센터),광주광역시 동구 서석동 450,동구 서석동,35.142841920852,126.927807045648
168,동구,1179,조선대장미원(조선대중앙도서관),광주광역시 동구 서석동 1009,동구 서석동,35.1417566816963,126.928111524708
169,동구,1180,조선대대학원(조선대해오름관),광주광역시 동구 서석동 349,동구 서석동,35.1436268903388,126.930852603968
170,동구,1181,조선대해오름관(종점),광주광역시 동구 서석동 240,동구 서석동,35.1397276943528,126.932624420639
171,동구,1183,조선대공과대학(남광주역),광주광역시 동구 서석동 465-2,동구 서석동,35.1431475440051,126.925232730411
172,동구,1184,선교(교동),광주광역시 동구 선교동 257-2,동구 선교동,35.0888858046426,126.94808593156
173,동구,1677,육판서길(범림사),광주광역시 동구 내남동 212-1,동구 내남동,35.0867228704834,126.938975404791
174,동구,1678,육판서길(육판리),광주광역시 동구 내남동 865-1,동구 내남동,35.0866595827052,126.939131715914
175,동구,1679,용산초교(지원2동주민센터),광주광역시 동구 용산동 649-43,동구 용산동,35.1186606233004,126.930652218266
176,동구,1680,용산초교(용산지구모아엘가에듀파크),광주광역시 동구 용산동 182-13,동구 용산동,35.1190245360009,126.931023252106
177,동구,1681,용산지구모아엘가에듀파크(용산초교),광주광역시 동구 용산동 733,동구 용산동,35.1172942534399,126.92624146306
178,동구,1682,용산지구모아엘가에듀파크(대성베르힐),광주광역시 동구 용산동 733,동구 용산동,35.1172942534399,126.92624146306
179,동구,1683,용산지구대성베르힐(용산지구모아엘가에듀파크),광주광역시 동구 용산동 733,동구 용산동,35.1172942534399,126.92624146306
180,동구,1684,용산지구대성베르힐(남구문화예술회관),광주광역시 동구 용산동 733,동구 용산동,35.1172942534399,126.92624146306
181,동구,1685,지원2동행정복지센터(용산초교),광주 동구 화산로 359,동구 용산동,35.1202469159181,126.93285723925
182,동구,1686,지원2동행정복지센터(녹동),광주 동구 용산동 269-3,동구 용산동,35.120074177631,126.932953810529
183,동구,1698,용연동(용연정수장),광주광역시 동구 용연동423-3,동구 용연동,35.0944583088937,126.962402699343
184,동구,1699,방림교(학림교),광주광역시 동구 학동 1003-1,동구 학동 ,35.1335744349042,126.924494057849
185,동구,1700,빛고을복지회관(가야농원),광주광역시 동구 소태동 907,동구 소태동,35.127133373173,126.929574455867
186,동구,1701,빛고을복지회관(백화아파트),광주광역시 동구 소태동 871,동구 소태동,35.1277574345304,126.929966475293
187,동구,1702,율곡초교(호남맨션),광주광역시 동구 산수동 576,동구 산수동,35.1605102788194,126.931812201196
188,동구,1703,서방사거리(서방시장(남)),광주광역시 동구 계림동 594,동구 계림동,35.1652211127105,126.917160885137
189,동구,1704,대인광장(동)(중흥1동주민센터),광주광역시 동구 계림동 809,동구 계림동,35.161230818802,126.914723783125
190,동구,1705,중흥1동행정복지센터(순복음교회),광주광역시 동구 계림동 809,동구 계림동,35.161230818802,126.914723783125
191,동구,1706,교육대(풍향삼거리),광주광역시 동구 계림동 594-2,동구 계림동,35.1645029671477,126.919518670602
192,동구,1707,풍향삼거리(두암지구입구),광주광역시 동구 계림동 594-2,동구 계림동,35.1645029671477,126.919518670602
193,동구,1708,풍향시장(두암지구입구),광주광역시 동구 계림동 1619,동구 계림동,35.1612122958863,126.929983251621
194,동구,1709,구시청사거리(서방사거리),광주광역시 북구 중흥동 611-6,북구 중흥동,35.1641487648056,126.915721115839
195,동구,1710,조선대병원입구(조선대장미원방향),광주광역시 동구 필문대로365,동구 학동 ,35.1385485970092,126.928186107501
196,서구,2001,광주종합버스터미널(기아차중문),광주광역시 서구 광천동 51-1,서구 광천동,35.161671133929,126.880765167152
197,서구,2002,광주종합버스터미널(현대자동차),광주광역시 서구 광천동 239-1,서구 광천동,35.1612877531926,126.878734198354
198,서구,2003,광천치안센터(광천터미널),광주광역시 서구 광천동 86-3,서구 광천동,35.164289879074,126.883668198217
199,서구,2004,광천치안센터(경신여고),광주광역시 서구 광천동 97-5,서구 광천동,35.1636489628788,126.883615766454
200,서구,2007,기아차정문(광천E편한세상),광주광역시 서구 내방동 200-10,서구 내방동,35.1641156540984,126.877191785869
201,서구,2008,현대자동차(광천터미널),광주광역시 서구 광천동 39-2,서구 광천동,35.1612850212066,126.883107657182
202,서구,2009,금호시영아파트(CBS방송국),광주광역시 서구 금호동 744,서구 금호동,35.1381329289321,126.85887653349
203,서구,2010,금호시영아파트(금호한국아파트),광주광역시 서구 금호동 744,서구 금호동,35.1381329289321,126.85887653349
204,서구,2011,금호한국아파트(금호시영아파트),광주광역시 서구 금호동 777,서구 금호동,35.1338881304565,126.859252853704
205,서구,2012,금호한국아파트(서창농협),광주광역시 서구 금호동 762-4,서구 금호동,35.1334382877286,126.859043730539
206,서구,2013,CBS방송국(상무중),광주광역시 서구 금호동 744,서구 금호동,35.1381329289321,126.85887653349
207,서구,2014,CBS방송국(금호시영아파트),광주광역시 서구 금호동 744,서구 금호동,35.1381329289321,126.85887653349
208,서구,2015,광주중(마재종원아파트),광주광역시 서구 금호동 817,서구 금호동,35.1257959853438,126.855292375922
209,서구,2016,광주중(동산교차로(남)),광주광역시 서구 금호동 817,서구 금호동,35.1257959853438,126.855292375922
210,서구,2017,금호도개공아파트(서구문화센터),광주광역시 서구 금호동 780-1,서구 금호동,35.1326639451218,126.863069283455
211,서구,2018,금호도개공아파트(금호모아아파트),광주광역시 서구 금호동 784,서구 금호동,35.1324275478215,126.862856822072
212,서구,2019,서창농협(만호초교),광주광역시 서구 금호동 780,서구 금호동,35.1323051972995,126.857896805081
213,서구,2020,서창농협(서구문화센터),광주광역시 서구 금호동 780,서구 금호동,35.1323051972995,126.857896805081
214,서구,2021,금호모아아파트(금호도개공아파트),광주광역시 서구 금호동 780-1,서구 금호동,35.1326639451218,126.863069283455
215,서구,2022,금호모아아파트(월드컵경기장),광주광역시 서구 금호동 784,서구 금호동,35.1324275478215,126.862856822072
216,서구,2023,마재대주아파트(서구문화센터),광주광역시 서구 금호동 791-1,서구 금호동,35.1277248767141,126.857552470612
217,서구,2024,마재대주아파트(마재부영아파트),광주광역시 서구 금호동 813,서구 금호동,35.1276106807937,126.856336383311
218,서구,2025,마재부영아파트(마재대주아파트),광주광역시 서구 금호동 791-2,서구 금호동,35.1242649309349,126.860131614891
219,서구,2026,마재부영아파트(풍암사거리(동)),광주광역시 서구 금호동 791-2,서구 금호동,35.1242649309349,126.860131614891
220,서구,2027,마재종원아파트(마재호반아파트),광주광역시 서구 금호동 237-2,서구 금호동,35.1302354701682,126.85483972902
221,서구,2028,마재종원아파트(서구문화센터),광주광역시 서구 금호동 806,서구 금호동,35.1290169713088,126.855186288529
222,서구,2029,마재호반아파트(마재호반아파트(정문)),광주광역시 서구 금호동 813,서구 금호동,35.1276106807937,126.856336383311
223,서구,2030,마재호반아파트(마재부영아파트),광주광역시 서구 금호동 814,서구 금호동,35.1264455611086,126.856626423723
224,서구,2031,서구문화센터(마재대주아파트),광주광역시 서구 금호동 791,서구 금호동,35.1303840212537,126.85912272399
225,서구,2032,서구문화센터(금호한국아파트),광주광역시 서구 금호동 791,서구 금호동,35.1303840212537,126.85912272399
226,서구,2033,광천초교(농성1동주민센터),광주광역시 서구 농성동 425-11,서구 농성동,35.1592607740876,126.88858694984
227,서구,2034,광천초교(현대자동차),광주광역시 서구 농성동 425-1,서구 농성동,35.1590412568314,126.88894011449
228,서구,2035,그린파크(서림초교입구),광주광역시 서구 양동 391-43,서구 양동 ,35.155861811823,126.895434600638
229,서구,2036,농성1동행정복지센터(광천초교),광주광역시 서구 농성동 31-16,서구 농성동,35.1561824358562,126.891248354913
230,서구,2037,농성1동행정복지센터(서광주전화국),광주광역시 서구 농성동 331-40,서구 농성동,35.1565204105058,126.890608486758
231,서구,2038,농성중흥파크(발산교(남)),광주광역시 서구 농성동 20,서구 농성동,35.1560532122995,126.892800748401
232,서구,2039,농성중흥파크(서광주전화국),광주광역시 서구 농성동 15,서구 농성동,35.1561559515148,126.89217349032
233,서구,2040,담배인삼공사(상록회관),광주광역시 서구 농성동 323-16,서구 농성동,35.1546472053937,126.890509475375
